age	isi	cond	force_mean
20	250	0	1.89585822163
40	250	0	1.59156519547
60	250	0	2.2122072314
80	250	0	1.84789732686
20	250	1	1.73965651407
40	250	1	1.50748018983
60	250	1	1.92391578347
80	250	1	1.9800747471
