age	isi	cond	force_sd
20	500	0	0.328267477204
40	500	0	0.379939209726
60	500	0	0.559270516717
80	500	0	0.553191489362
20	500	1	0.404255319149
40	500	1	0.343465045593
60	500	1	0.507598784195
80	500	1	0.492401215805
